Deal_title,Lead_name,Industry,Deal_value,Weighted_amount,Date_of_creation,Pitch,Contact_no,Lead_revenue,Fund_category,Geography,Location,POC_name,Designation,Lead_POC_email,Hiring_candidate_role,Lead_source,Level_of_meeting,Last_lead_update,Internal_POC,Resource,Internal_rating,Success_probability
TitleI6KS1,"Douglas, Greer and Garcia Group",Service Providers,425551$,2978857.0$,2020-02-23,Product_1,(121)834-3159x5714,50 - 100 Million,Category 1,USA,"Lawton, OK",Mr. Sean Moore,Executive Vice President,mr.sean@douglas.com,Data processing manager,Marketing Event,Level 3,5 days back,"Himes,Maurice C",We have all the requirements,3,74.8
TitleZIRXS,"Brown, James and Owen Group",Other,457531$,2768062.55$,2021-01-18,Product_1,286-234-3297,50 - 100 Million,Category 2,India,Dindigul,kumari radha sharma,CEO,ashleykennedy@brown.com,Film/video editor,Website,Level 3,More than a week back,"Turner,Marlon D",Deliverable,2,63.400000000000006
TitleHSBMX,Hendricks-Reed Group,Chemical Manufacturing,114447$,692404.35$,2020-04-28,Product_1,352-470-8671x30962,500 Million - 1 Billion,Category 3,India,Pali,sabiya khatoon,CEO/President,sheenadavis@hendricksreed.com,Multimedia specialist,Others,Level 3,?,"Ryker,David",Not enough,2,61.5
TitleO2807,Stuart Ltd Inc,Banks,74165$,463531.25$,2020-07-22,Product_2,001-667-290-2032x32637,100 - 500 Million,Category 3,USA,"Manhattan, KS",Krystal Moore,CEO/Chairman/President,krystalmoore@stuart.com,Arboriculturist,Others,Level 3,,"Cash,Tyrone J",Not enough,3,68.3
Title9L3P3,"Duffy, House and Smith and Sons",Energy,28558$,178487.5$,2020-06-21,Product_1,576.744.7253,500 Million - 1 Billion,Category 1,USA,"Lakeland-Winter Haven, FL",Casey Hendrix,CEO/Chairman/President,caseyhendrix@duffy.com,Theme park manager,Website,Level 1,more than a month,"Van Arter,Derrick",Deliverable,2,66.4
TitleNGJBD,"Lowe, Lowery and Freeman and Sons",Personal/Household Products,498964$,2943887.6$,2019-12-28,Product_2,4395777500,500 Million - 1 Billion,Category 3,USA,"Columbus, IN",Sophia Robertson,Vice President / GM (04-present) : VP Sales and Marketing (01-04),sophiarobertson@lowe.com,Air cabin crew,Others,Level 2,more than a month,"Heidelberg,Andre D",No,2,65.8
TitleTH9PE,Klein-Johnson Group,Trucking,472463$,2882024.3$,2019-12-06,Product_1,(752)114-5042x7487,50 - 100 Million,Category 2,India,Silchar,"km. bhavna,",CEO/Co-Founder/Chairman,josephlittle@kleinjohnson.com,Dance movement psychotherapist,Website,Level 2,Up-to-date,"Hebron,Artenia D",No,5,66.0
TitleADF69,James-Brown Group,Specialty,406619$,2541368.75$,2020-09-09,Product_1,279.094.2507x101,500 Million - 1 Billion,Category 3,India,Karur,jyoti dubey,SVP/General Counsel ,tayloradams@jamesbrown.com,"Engineer, electronics",Others,Level 3,2 days back,"Irizarry,Yolanda",No,4,64.7
TitleZPHPH,Espinoza-Cross Group,"Oil, Gas, Coal",288558$,1760203.8$,2020-04-10,Product_2,456.336.7514,100 - 500 Million,Category 2,India,Shimoga,shabnam,Chairman/CEO/President,aimeebest@espinozacross.com,Airline pilot,Marketing Event,Level 2,,"Heidelberg,Andre D",We have all the requirements,3,64.1
Title4AAMI,Jenkins-Jackson PLC,Insurance,90620$,502941.0$,2020-05-03,Product_1,+1-666-680-9336,50 - 100 Million,Category 2,India,Barddhaman,roopa kumar,Chairman/Chief Innovation Officer,davidtran@jenkinsjackson.com,"Sales professional, IT",Others,Level 1,Pending,"Green,Candy",Yes,5,26.35
TitleNS7B4,Hill Group LLC,"Oil, Gas, Coal",49216$,280531.2$,2019-05-04,Product_2,+1-275-404-3057x3751,50 - 100 Million,Category 2,USA,"Akron, OH",Shannon Harris,SVP/General Counsel ,shannonharris@hill.com,Insurance claims handler,Website,Level 2,More than 2 weeks,"Davis,Brian R",No,1,64.7
TitleAQDC3,Ellis-Lee Ltd,Recreational Products,55393$,365593.8$,2020-06-12,Product_2,+1-148-767-1101x4472,500 Million - 1 Billion,Category 2,India,Kurnool,swatri,Executive Vice President,mrs.nancy@ellislee.com,Forest/woodland manager,Website,Level 3,Up-to-date,"Dimattia,Frank D",We have all the requirements,5,68.6
Title17VTZ,Smith-Jimenez and Sons,Banks,407923$,2467934.15$,2019-01-09,Product_2,(560)836-6251x62198,100 - 500 Million,Category 2,USA,"Fort Collins, CO",Jane King,CEO/President,janeking@smithjimenez.com,Information systems manager,Others,Level 3,,"Maine,John P",Not enough,2,68.6
Title2SAHX,Rojas Group Group,Apparel Products,489207$,2959702.35$,2019-04-30,Product_2,001-800-637-3364x320,100 - 500 Million,Category 2,USA,"Valdosta, GA",Diamond Martin,Chairman/Chief Innovation Officer,diamondmartin@rojas.com,Trade mark attorney,Others,Level 3,,"Dyson,William A",We have all the requirements,1,68.6
TitleYDZAX,"Duncan, Scott and Little PLC",Architecture/Engineering,302625$,1770356.25$,2019-12-20,Product_1,(209)948-1235,50 - 100 Million,Category 3,USA,"Muskegon, MI",Ruben Ferguson,CEO,rubenferguson@duncan.com,Artist,Contact Email,Level 1,?,"Dyson,William A",No,3,64.1
Title51INF,Morrison Inc LLC,Banks,449161$,2717424.05$,2021-01-12,Product_1,+1-013-747-0999,50 - 100 Million,Category 3,,"El Centro, CA",Andrew Torres,CEO/President,andrewtorres@morrison.com,Public relations officer,Contact Email,Level 2,More than 2 weeks,"Dimattia,Frank D",No,4,65.8
TitleBAWYQ,Thomas-Davis and Sons,Other,172147$,1084526.1$,2020-02-18,Product_1,043.519.7555x216,50 - 100 Million,Category 2,USA,"Medford, OR",Timothy Larson,Vice President / GM (04-present) : VP Sales and Marketing (01-04),timothylarson@thomasdavis.com,Ranger/warden,Contact Email,Level 3,more than a month,"Meli,Teresa V",No,4,70.0
TitleZA1B3,Peterson LLC Group,Lending/Mortgage,157843$,1073332.4$,2019-10-10,Product_2,001-723-704-1070,50 - 100 Million,Category 4,USA,"Morgantown, WV",Anne Brown,CEO/Chairman/President,annebrown@peterson.com,Armed forces logistics/support/administrative officer,Marketing Event,Level 3,Pending,"Turner,Marlon D",Deliverable,1,68.1
TitleA4RRF,"Mccall, Douglas and Alvarez and Sons",Banks,480896$,3053689.6$,2020-02-02,Product_1,(685)786-6322x30070,500 Million - 1 Billion,Category 2,,"Rochester, NY",Crystal Frost,Executive Vice President,crystalfrost@mccall.com,"Therapist, drama",Contact Email,Level 3,,"Mabrey,Kevin C",Deliverable,1,68.7
TitleWOS7V,"Mays, Jordan and Ruiz LLC",Staffing/Outsourcing/HR,81419$,508868.75$,2020-11-15,Product_1,388.282.9907x517,50 - 100 Million,Category 1,,"La Crosse-Onalaska, WI-MN",Samuel White,Chairman/Chief Innovation Officer,samuelwhite@mays.com,"Civil engineer, consulting",Others,Level 2,More than a week back,"Tondeur,Keith D",Deliverable,3,70.1
TitleE12LU,"Blake, Wheeler and Wallace Group",Constr - Supplies,339640$,2122750.0$,2019-11-15,Product_1,333.975.5822,500 Million - 1 Billion,Category 3,USA,"Stockton-Lodi, CA",Lauren Garcia,CEO/Co-Founder/Chairman,laurengarcia@blake.com,Civil Service administrator,Others,Level 3,more than a month,"Charles,Caleb",Deliverable,2,68.5
TitleX48SI,Schneider-Scott Ltd,Banks,466579$,2799474.0$,2019-09-20,Product_1,865-852-2841x75086,50 - 100 Million,Category 3,,"Los Angeles-Long Beach-Anaheim, CA",Jimmy Anderson,CEO/Co-Founder/Chairman,jimmyanderson@schneiderscott.com,Chief of Staff,Others,Level 3,Following up but lead not responding,"Hameier,Kurt E",Deliverable,1,107.34
TitleRTCFI,Torres-Patterson LLC,Financial Services,301564$,1703836.6$,2021-01-22,Product_1,(784)224-3993x469,50 - 100 Million,Category 3,USA,"Houston-The Woodlands-Sugar Land, TX",Jennifer Bush,Executive Vice President,jenniferbush@torrespatterson.com,Animal technologist,Others,Level 2,,"Dimattia,Frank D",Yes,1,63.900000000000006
Title4MTZW,"Rivera, Robertson and Conner Ltd",Specialty,13378$,76923.5$,2019-01-23,Product_1,743-965-7730,500 Million - 1 Billion,Category 2,India,Barddhaman,priyanka,CEO/President,johnchristian@rivera.com,"Engineer, petroleum",Website,Level 1,Following up but lead not responding,"Turner,Marlon D",Not enough,4,107.34
Title56T9E,Mata-Nelson Ltd,Banks,91610$,554240.5$,2020-10-14,Product_1,001-142-723-3058x36489,50 - 100 Million,Category 3,India,Nellore,naviya,CEO/Co-Founder/Chairman,daniellemcdaniel@matanelson.com,Cartographer,Marketing Event,Level 1,More than 2 weeks,"Meli,Teresa V",Cannot deliver,5,62.5
TitleJEQQ4,Willis-Martinez PLC,Education/Training,468537$,3209478.45$,2021-01-06,Product_2,(975)307-7350,500 Million - 1 Billion,Category 4,USA,"Detroit-Warren-Dearborn, MI",Eric Smith,Chairman/CEO/President,ericsmith@willismartinez.com,Industrial/product designer,Website,Level 1,?,"Moran,Natalie A",Not enough,5,71.2
TitleX0DDX,Joyce Ltd LLC,Associations,26049$,165411.15$,2019-02-24,Product_2,895.158.1366x20879,50 - 100 Million,Category 3,USA,"Buffalo-Cheektowaga-Niagara Falls, NY",Erin Jenkins,CEO/Chairman/President,erinjenkins@joyce.com,Multimedia specialist,Website,Level 3,,"Robinson,John C",Yes,3,69.1
TitleKI9DY,"Trujillo, Watkins and Diaz and Sons",Insurance,227700$,1502820.0$,2020-06-08,Product_1,001-508-316-8380,100 - 500 Million,Category 4,India,Bhilai,vimla @ anjali,Chairman/Chief Innovation Officer,toddanderson@trujillo.com,Art therapist,Marketing Event,Level 1,Pending,"Himes,Maurice C",Deliverable,5,62.5
Title9D0P4,"Richmond, Wong and Bass Ltd",Other,124893$,843027.75$,2020-04-13,Product_1,001-174-312-3313x39769,100 - 500 Million,Category 4,USA,"Dubuque, IA",Terri Obrien,CEO,terriobrien@richmond.com,Sport and exercise psychologist,Website,Level 2,?,"Salyers,Daniel L",We have all the requirements,3,69.4
Title5F9LB,"Wheeler, Livingston and Wall PLC",Software,61896$,377565.6$,2019-12-25,Product_2,421-512-0360,100 - 500 Million,Category 4,USA,"Danville, IL",Melissa Edwards,CEO/President,melissaedwards@wheeler.com,Building services engineer,Others,Level 1,No track,"Ross,Eric L",Not enough,4,63.400000000000006
Title2O3R2,"Thomas, Johnson and Steele Group",Banks,168292$,1009752.0$,2020-09-02,Product_2,347-788-7948x26543,100 - 500 Million,Category 3,USA,"Augusta-Richmond County, GA-SC",Kimberly Miller,CEO/Co-Founder/Chairman,kimberlymiller@thomas.com,"Engineer, communications",Others,Level 2,2 days back,"Meli,Teresa V",We have all the requirements,4,67.6
TitleEYKBX,Davis-Robinson and Sons,Banks,305290$,1908062.5$,2020-07-07,Product_2,5455173434,100 - 500 Million,Category 2,USA,"Phoenix-Mesa-Scottsdale, AZ",Paige Ramos,CEO/Chairman/President,paigeramos@davisrobinson.com,Firefighter,Others,Level 3,?,"Shelton,Sidney P",Yes,3,71.8
TitleNR01C,Reese LLC Inc,Banks,396489$,2854720.8$,2019-03-21,Product_1,(900)536-7258x769,500 Million - 1 Billion,Category 4,USA,"Gettysburg, PA",Debra Faulkner,CEO,debrafaulkner@reese.com,Health visitor,Website,Level 3,?,"Hebron,Artenia D",No,3,26.35
Title6YGXR,"Simpson, Suarez and Brown Inc",Marketing/Advertising,268781$,1679881.25$,2020-03-23,Product_1,574-944-2594x680,500 Million - 1 Billion,Category 3,USA,"Ocean City, NJ",Bethany Wilson,Chairman/Chief Innovation Officer,bethanywilson@simpson.com,Careers information officer,Website,Level 1,5 days back,"Davis,Sharrice A",No,3,69.6
Title904DK,"Burch, Bowman and Robbins Group",Investment Bank/Brokerage,279293$,1689722.65$,2019-03-11,Product_2,(981)379-0515x3651,50 - 100 Million,Category 4,India,Moradabad,reeti,SVP/General Counsel ,shelleyevans@burch.com,"Geologist, engineering",Contact Email,Level 1,,"Murray,Younetta",We have all the requirements,3,56.599999999999994
Title6IP1Q,Middleton Ltd Inc,Hotels/Motels,32357$,216791.9$,2019-08-11,Product_2,(447)138-8860,500 Million - 1 Billion,Category 1,,"Jackson, TN",Natalie Archer,Chairman/Chief Innovation Officer,nataliearcher@middleton.com,Geophysical data processor,Marketing Event,Level 1,More than a week back,"Moran,Natalie A",Not enough,5,26.35
TitleU9YHI,Blackwell Inc LLC,Real Estate,317527$,2079801.85$,2019-08-07,Product_1,(896)415-7618x84389,50 - 100 Million,Category 3,India,Nalgonda,shalu,Vice President / GM (04-present) : VP Sales and Marketing (01-04),granttaylor@blackwell.com,International aid/development worker,Website,Level 3,,"Mabrey,Kevin C",Yes,5,107.34
TitleJWYLZ,"Cervantes, Rodriguez and Underwood LLC",Insurance,484157$,3364891.15$,2020-08-03,Product_1,(497)426-7856x96507,100 - 500 Million,Category 3,USA,"York-Hanover, PA",Lauren Ferguson,Chairman/Chief Innovation Officer,laurenferguson@cervantes.com,Graphic designer,Marketing Event,Level 3,?,"Salyers,Daniel L",Not enough,5,74.4
TitleGCPZB,Ward-Olson PLC,Banks,195720$,1272180.0$,2020-07-14,Product_2,288.766.9006,500 Million - 1 Billion,Category 4,USA,"Modesto, CA",Ashley Anderson,Chairman/CEO/President,ashleyanderson@wardolson.com,"Production assistant, radio",Contact Email,Level 1,No track,"Booker,David L",Not enough,3,65.5
TitleQ7B4C,"Cole, Hansen and Scott and Sons",Banks,22702$,116915.3$,2019-01-29,Product_1,001-400-690-1075x287,50 - 100 Million,Category 2,USA,"Elmira, NY",Anna Gutierrez,Vice President / GM (04-present) : VP Sales and Marketing (01-04),annagutierrez@cole.com,Chiropodist,Others,Level 1,No track,"Heidelberg,Andre D",Cannot deliver,2,60.7
TitleR3CQ1,Campbell and Sons and Sons,Biotech/Healthcare,417954$,2319644.7$,2020-06-05,Product_2,750.372.5113x05832,50 - 100 Million,Category 2,,Sirsa,rampal singh,CEO/President,jennifermoore@campbell.com,Charity officer,Contact Email,Level 2,Pending,"Gilley,Janine",We have all the requirements,2,57.099999999999994
Title4F10T,Hart-Kane PLC,Other Consulting,260954$,1696201.0$,2019-02-01,Product_2,001-747-576-8141x76752,500 Million - 1 Billion,Category 1,USA,"North Port-Sarasota-Bradenton, FL",Mary Walker,Chairman/CEO/President,marywalker@hartkane.com,Lawyer,Contact Email,Level 2,No track,"Massiah,Gerard F",We have all the requirements,1,67.5
TitleO3C8R,Gay-Ingram Inc,Banks,348731$,1952893.6$,2020-03-06,Product_1,001-796-252-9122,100 - 500 Million,Category 3,India,Moradabad,savita,CEO,carlmarshall@gayingram.com,Radiation protection practitioner,Contact Email,Level 1,More than a week back,"Ryker,David",Yes,1,54.400000000000006
Title8ILK0,"Yang, Hogan and Garcia PLC",Beverages (Alcoholic),299240$,2049794.0$,2019-09-02,Product_2,693-664-8757x2506,500 Million - 1 Billion,Category 4,USA,"Grand Island, NE",Kelly Johnson,CEO/Co-Founder/Chairman,kellyjohnson@yang.com,Sports coach,Contact Email,Level 3,Following up but lead not responding,"Charles,Caleb",No,1,66.7
TitleTDPFT,Gibson-Richardson Inc,Banks,378284$,2591245.4$,2019-10-19,Product_1,459-910-4144x83188,500 Million - 1 Billion,Category 1,,"Riverside-San Bernardino-Ontario, CA",Elizabeth Hernandez,CEO/Co-Founder/Chairman,elizabethhernandez@gibsonrichardson.com,Colour technologist,Website,Level 1,More than a week back,"Knox,Antonio D",Not enough,5,8.0
TitleCYZFM,Harris-Bishop Inc,Banks,365283$,2538716.85$,2020-04-15,Product_1,636-503-4952x806,50 - 100 Million,Category 1,USA,"Seattle-Tacoma-Bellevue, WA",David Guzman,CEO,davidguzman@harrisbishop.com,Chiropodist,Website,Level 3,2 days back,"Ryker,David",Not enough,4,107.34
TitleU0Z0Y,"Smith, Lee and Martinez and Sons",Other Biz Services,47070$,303601.5$,2019-09-01,Product_2,+1-380-546-0743,50 - 100 Million,Category 4,USA,"New Bern, NC",Brittney Harrington,Executive Vice President,brittneyharrington@smith.com,Soil scientist,Contact Email,Level 2,?,"Pappas,Mark S",We have all the requirements,5,64.4
TitleTA8CG,"Cox, Leonard and Flores Ltd",Home Improvement,149743$,1033226.7$,2019-01-09,Product_1,568.288.4395,500 Million - 1 Billion,Category 1,USA,"Chattanooga, TN-GA",Shane Farmer,Chairman/Chief Innovation Officer,shanefarmer@cox.com,Horticultural therapist,Marketing Event,Level 1,Following up but lead not responding,"Maine,John P",Cannot deliver,5,74.4
TitleDAON2,"Ford, Werner and Schultz LLC",Metals/Mining,52008$,330250.8$,2021-02-14,Product_2,001-241-635-3008x3552,500 Million - 1 Billion,Category 1,USA,"Clarksville, TN-KY",Joshua Baker,CEO/President,joshuabaker@ford.com,Dramatherapist,Website,Level 1,Up-to-date,"Ross,Eric L",Not enough,1,67.4
TitleQW0V3,"Stokes, Miller and Burns Inc",Banks,379179$,2521540.35$,2021-02-04,Product_1,001-260-914-9123x7866,500 Million - 1 Billion,Category 3,USA,"Atlantic City-Hammonton, NJ",Virginia Johnson,Chairman/Chief Innovation Officer,virginiajohnson@stokes.com,Economist,Marketing Event,Level 3,No track,"Brown,Maxine A",Deliverable,2,70.5
Title516CZ,"Maxwell, Brown and Morse LLC",Real Estate,79913$,507447.55$,2019-02-12,Product_1,755.215.1569,100 - 500 Million,Category 3,,Meerut,suman devi,CEO/President,jasongutierrez@maxwell.com,Herpetologist,Contact Email,Level 3,2 days back,"McKenstry,Loretta A",Cannot deliver,4,62.0
TitleE0JMP,Wang-Parks and Sons,Other Investment Firms,452681$,2716086.0$,2020-06-18,Product_2,(515)896-6836,100 - 500 Million,Category 3,,"Huntsville, AL",Ethan Gentry,Chairman/Chief Innovation Officer,ethangentry@wangparks.com,Scientific laboratory technician,Others,Level 1,?,"Cash,Tyrone J",Deliverable,5,68.0
TitleYE7JH,Pierce-Strickland and Sons,Financial Services,413954$,2814887.2$,2019-03-10,Product_2,590-544-5129,500 Million - 1 Billion,Category 3,USA,"Blacksburg-Christiansburg-Radford, VA",Diana Conner,CEO,dianaconner@piercestrickland.com,"Scientist, physiological",Website,Level 3,more than a month,"Ali,Mohamed",Cannot deliver,3,74.0
TitleQN53R,Randall-Li PLC,Banks,427606$,2715298.1$,2019-03-04,Product_1,+1-741-171-6953x914,100 - 500 Million,Category 3,India,Pilibhit,reena kumari,Chairman/Chief Innovation Officer,markwarren@randallli.com,Chief Executive Officer,Marketing Event,Level 3,more than a month,"Hebron,Artenia D",We have all the requirements,1,62.099999999999994
Title4MRML,"Holt, Torres and Walters Inc",Banks,401968$,2813776.0$,2019-02-05,Product_2,4196311197,500 Million - 1 Billion,Category 4,USA,"Deltona-Daytona Beach-Ormond Beach, FL",Tim Berry,Chairman/CEO/President,timberry@holt.com,"Surveyor, building control",Website,Level 3,Pending,"Green,Ann E",Cannot deliver,1,70.3
TitleSN4V3,Thornton Ltd LLC,Materials/Manufacturing,424298$,2630647.6$,2020-05-26,Product_2,(686)914-5571,50 - 100 Million,Category 4,India,Diu,kusum,CEO/Chairman/President,robertbennett@thornton.com,Audiological scientist,Website,Level 1,No track,"Ross,Eric L",Cannot deliver,4,60.2
TitleM6D5V,Moore-Chaney Group,MSPs (Mgmt),305894$,2141258.0$,2021-01-15,Product_1,891.927.3288,500 Million - 1 Billion,Category 1,India,Barddhaman,kiran,Executive Vice President,deanknapp@moorechaney.com,"Teacher, adult education",Website,Level 3,More than 2 weeks,"Green,Candy",Cannot deliver,4,70.0
TitleULV92,Barrett-Hardy Ltd,Banks,158567$,911760.25$,2020-02-24,Product_1,548.251.9951x715,50 - 100 Million,Category 2,USA,"Lawton, OK",John Bennett,Vice President / GM (04-present) : VP Sales and Marketing (01-04),johnbennett@barretthardy.com,Magazine journalist,Contact Email,Level 1,2 days back,"Booker,David L",Yes,4,65.6
Title1UA77,Nicholson LLC Group,Insurance,98963$,593778.0$,2019-12-31,Product_2,+1-648-042-2332x922,50 - 100 Million,Category 3,India,Ahmadnagar,rainu,CEO,michaelkim@nicholson.com,"Scientist, clinical (histocompatibility and immunogenetics)",Website,Level 1,2 days back,"Featherstone,Adrian R",Cannot deliver,5,62.8
TitleJZKX8,Hall-Fisher Group,Healthcare Facilities/Services,419411$,2558407.1$,2020-12-08,Product_1,6846355041,500 Million - 1 Billion,Category 4,,"Tucson, AZ",Evan Gibson,Chairman/Chief Innovation Officer,evangibson@hallfisher.com,Chartered accountant,Others,Level 1,2 days back,"Jones,Michael L",Yes,2,63.599999999999994
TitlePRG86,"Smith, Terrell and Davis Inc",Auto Parts/Services,401163$,2647675.8$,2019-05-15,Product_2,(405)252-8374,100 - 500 Million,Category 2,USA,"Bridgeport-Stamford-Norwalk, CT",Summer Williams,Vice President / GM (04-present) : VP Sales and Marketing (01-04),summerwilliams@smith.com,Media buyer,Website,Level 3,No track,"Himes,Maurice C",We have all the requirements,3,74.1
